sentences,review_ids,type,product_id
This is the kind of harmonica I remember as a kid... one that makes you sound good when you have no idea what you're doing!  ,R2COMPGK0GOGPS,positives,B007IE5QP0
awesome little piece.  ,R2YQCIMI48UE8X,positives,B007IE5QP0
I bought this harmonica for our son...,R3VD3IAO0X66WS,positives,B007IE5QP0
a little better quality instrument can be purchased at that time.,RUV9V8TAPPRZE,positives,B007IE5QP0
gave it as a gift; got a Cead Mille Failta (,RKMEXR39EA2RM,positives,B007IE5QP0
Great for casual use and sounds pretty decent.,R27Q0EPPPWDWYY,positives,B007IE5QP0
This Blues Band Beginners Harp has done just exactly what I wanted it to do and still plays better than me,R2CAFNCR20J0SU,positives,B007IE5QP0
It barely blows and barely sucks .,RAPR932V463QS,negatives,B007IE5QP0
And my kids won't let it go to waste.,RAY8FF6WQP8I8,negatives,B007IE5QP0
"Unless you're buying a harmonica simply as a toy or truly can't spare an extra $25, get the Special 20.",R1NW9GKZ30EMHJ,negatives,B007IE5QP0
"When it arrived, we noticed the lower notes (holes #1 &2 on the draw)",R2D2YP6RQ9F6NA,negatives,B007IE5QP0
I have and have had many Hohner harmonicas,R2CKGQX64N1CEX,negatives,B007IE5QP0
"Much harder to blow than a Special 20, but similar in size, shape, and metal exterior",RKI8SMJKY34K7,negatives,B007IE5QP0
Came w,R4BS0U4KOLZSS,negatives,B007IE5QP0
"Within minutes, 2 of the notes stopped working.",R3FLYZ74UGLPGR,negatives,B007IE5QP0
Nice little harmonica.,RDUN804XMIN7G,benchmark,B007IE5QP0
great quality instrument for a very low price!,R2G3R9EKIMXK9X,benchmark,B007IE5QP0
"(pretty sure it's 1996 - bought it at a garage sale) harp, but I do think that the sound isn't as loud, clear, and warm.",R22LY20IHNZR54,benchmark,B007IE5QP0
My 7 year old son loves this-great quality,R1CI78YUQ4OGM8,benchmark,B007IE5QP0
This harmonica is built well and sounds fantastic.,R3FG5IS6SINS7L,benchmark,B007IE5QP0
Just bought it to entertain a sweet little love bird,R32M9NM1W7NM1C,benchmark,B007IE5QP0
He loves it.,R3VD3IAO0X66WS,benchmark,B007IE5QP0
"Product arrived in a timely manner, undamaged in a package properly designed for size, protection, and ease of opening.  ",R2M9UK0ZYM8XXN,benchmark,B007IE5QP0
Got this along with a Hohner clear blue harmonica for my son and I. He is a 3yo and we make wonderful noise to annoy mommy.,R322J2VO6HN1FN,benchmark,B007IE5QP0
My only complaint is that the 'guide' booklet is nothing more than them trying to sell you more harmonicas.,R3TER18QLURHVE,benchmark,B007IE5QP0
"The draw notes on holes 1 and 2 are out of tune with the rest of the harmonica, and the rest of the notes are slightly higher in pitch than the correct notes, but not so high that most people would notice.  ",RAY8FF6WQP8I8,benchmark,B007IE5QP0
sound was good while it lasted.,RO0HO6T5NTG41,benchmark,B007IE5QP0
Hohner's most commonly sold entry in the tween/teen/beginner range,R221QIQEL09A7L,benchmark,B007IE5QP0
It isn't a quality built instrument.,R2YX5PH2TMF0UT,benchmark,B007IE5QP0
Notes were accompanied by a hiss of air through the instrument.,R1NW9GKZ30EMHJ,benchmark,B007IE5QP0
", mine couldn't draw the 2 hole at all.  ",R2UNRM12L50BMA,benchmark,B007IE5QP0
"When it arrived, we noticed the lower notes (holes #1 &2 on the draw)",R2D2YP6RQ9F6NA,benchmark,B007IE5QP0
"The price is great and sound is decent, but high and/or low notes are difficult to push out likely due to quality.  ",R22XO4IVMJHJV6,benchmark,B007IE5QP0
I really don't see a good reason to buy anything other than these if you need a nice tuner on stage with you.,RTSLN1N0LLA2N,positives,B0015RIN6U
LOVE THIS TUNER in Dark or Light!!!,R3VKFZABGGFNZX,positives,B0015RIN6U
I recommend it for any guitarist or bassist!,R3QQ9TZL8LRWTB,positives,B0015RIN6U
"WORKED AS ADVERTISED AND SIMPLE TO USE, NO FIDDLING WITH NOTES BOUNCING",R2OMG2ATP8MU9B,positives,B0015RIN6U
"swapped in for out, works great.",R8ZVYPJMACDVC,positives,B0015RIN6U
"To top it all off, it's about half the price of any other pedal tuner.  ",R2JQ95PNTIM1MU,positives,B0015RIN6U
"why pay over a hundred for the Boss pedal, this is just as good if not better",R3R5N78ZYJ66J4,positives,B0015RIN6U
"I had been using the Korg CA-1 chromatic tuner but, compared to the Korg Pitchblack tuner it is no contest.",R26LTKQ0PMQFIR,positives,B0015RIN6U
It has true bypass and mutes the output when tuning.,R2DRTXYGGC4LNT,positives,B0015RIN6U
"However don't let that stop you from picking up one of these sexy babies, they truly are awesome and I have confidence in Korg products that my issue is a one-off.",R1NK9Y1NNZBZBZ,positives,B0015RIN6U
In my opinion dont waste your money its garbage unless you want a new tuner every 6 months.,R1W90GV3P6AFOR,negatives,B0015RIN6U
Can't return it cause I threw the box out; otherwise I surely would.,R2HY1GQYJKUH20,negatives,B0015RIN6U
"Too hard to see in even moderate sunlight, especially without squinting or bending over, both of which break the vibe.",R1TRWZEDKRCSH4,negatives,B0015RIN6U
I bought this tuner for the guitar player in my band because he is always out of tune.  ,R96MK673FV5Z0,benchmark,B0015RIN6U
I have them on all my pedal boards and one just to use around house.,R26UOHFKMNG9M2,benchmark,B0015RIN6U
Still the best and most useable tuner I have ever owned.,R26UOHFKMNG9M2,benchmark,B0015RIN6U
"Leave it up to Korg to finally bring to life a fabulous, no nonsense pedalboard tuner.",RG0PIBXHXQYDR,benchmark,B0015RIN6U
"I love this thing 1) because it does the job 2) because it is tru bypass, and 3) because the letters are big and bold and easy to read from a distance.",R1THRYEWYVRGRR,benchmark,B0015RIN6U
"This is a great tuner, works fast and right on.",R3PU6S1XIEBXSB,benchmark,B0015RIN6U
A calibragem casou certinha com o BOSS TU 80 que tenho.,R7XSH85WXENXL,benchmark,B0015RIN6U
"It's a great tuning pedal for guitar, bass, and my saz.  ",R15B3ABKWZOEWF,benchmark,B0015RIN6U
No problems seeing the display in the dark when playing show.,RCYFC677NRF8R,benchmark,B0015RIN6U
"clean, light, pretty and better than the other things out esp, for the price!",R1PB5ZB3CFQZZL,benchmark,B0015RIN6U
I ordered one since I was in need a decent stage tuner.  ,R3JPSUG94J32D,benchmark,B0015RIN6U
The true bypass with a passive pickup gives off a very loud pop when switching from tuner to output.,R3LMWVZ9XCT1QY,benchmark,B0015RIN6U
Within 6 months the internal switch would not stay engaged.,R1W90GV3P6AFOR,benchmark,B0015RIN6U
"Great guitar for the price; however, the frets are sharp.",RCKY9ABJLZ8Y0,positives,B005PFPNWA
"Might not be a high quality guitar, but good for an 8 year old to start learning on and at a great price.",R1TO5KSE87COHQ,positives,B005PFPNWA
"i love this guitar perfect size except the description picture is not the guitar that came, mine was a light brown almost tan",R2E9C1DUKHTW4X,positives,B005PFPNWA
I received the item before the expected date and it looked exactly as it was described.,REBJRWXNB10OX,positives,B005PFPNWA
My son Miko loves it so much he will practice one hour every day without being told to...  ,R3NAW0ASM0XRZ5,positives,B005PFPNWA
The strings are high quality and the build is robust.,R1BDQREFY7B4XM,positives,B005PFPNWA
It is for my husband and he is pleased.,R3FFZ776FEODYQ,positives,B005PFPNWA
"but once I figured it out, it plays great and looks even better.",R3567ZDW0J2BE6,positives,B005PFPNWA
Sounds as good as it looks.,R2FM872X6PVOZ5,positives,B005PFPNWA
Rogue hit a home run with this one.,R3OKZM2GT40SEE,positives,B005PFPNWA
what can i say waste of 60 dollars.....,R1RK44CF35L8DO,negatives,B005PFPNWA
"I was really excited to get a new guitar, I don't have a lot of money and read some of the positive reviews stating this guitar was decent for the price....",R16H73CWLQI4IS,negatives,B005PFPNWA
This is my second acoustic guitar,R12VRYBERLU04Q,benchmark,B005PFPNWA
Overall I think it's a really great guitar for the price.,R216EZ2IV3NZ9G,benchmark,B005PFPNWA
He loves the sound and I received my package sooner than expected!,R3FWZXD88SKGER,benchmark,B005PFPNWA
"Its sleek design and very smooth metal strings make it SUPER fun to learn guitar, without all the hand pain (",R1XOWC631PN4BN,benchmark,B005PFPNWA
"This instrument sounds absolutely wonderful, as long as I'm not the one playing it.",R1EVXFHVW5L0IA,benchmark,B005PFPNWA
Great quality for a first guitar.,R344Z5BBEYTDK6,benchmark,B005PFPNWA
"The finish is spectacular, it already has a low string action, the sound is better than most expensive ones I have played, and it keeps in tune really well.",R28S82F5XVHOW2,benchmark,B005PFPNWA
"I was worried that the tone would be dull and too bassy, missing the treble like the other cheap guitars I have tried.",R3U325425NT2PX,benchmark,B005PFPNWA
Great guitar for the money.,R214IXELJUXY09,benchmark,B005PFPNWA
I bought it for my daughter and she absolutely love it.,R3CDA9HE0HA8CL,benchmark,B005PFPNWA
I took a year of guitar in High School some 15 years ago and thought I would get a cheapy guitar to see if I could re kindle that interest.,R2D8PQ99EJQ0V8,benchmark,B005PFPNWA
But then the bridge FELL OFF.  ,R2FTGYCFC7PH58,benchmark,B005PFPNWA
"Other than that, it's excellent for a first ocarina, I would definitely recommend this.",R137QTD5JECZTB,positives,B000YFG0A0
"I bought this for my daughter, and she loves it.",R1IODGZS5GQQ17,positives,B000YFG0A0
I learned a lot of OoT songs!!!!,R17XYOEX6GXX66,positives,B000YFG0A0
my son don't leave home with out this.<br />all,R3UDITW5RSLA8I,positives,B000YFG0A0
but otherwise an all right ocarina for a somewhat resonantly price.,R13LR9IL6H41BP,positives,B000YFG0A0
"made.<br /><br />I was hoping for a bit more than four songs to come with it, but that's really my only complaint.",R23X2M6K5U4PMP,positives,B000YFG0A0
I loved it and it came faster than expected it's so fun to play and great for cosplay ERMAGERD!!!!!,R2P2HAYWX679SG,positives,B000YFG0A0
So glad I could find one reasonably priced for grandma's house.,R30EUTAH3PJZE3,positives,B000YFG0A0
Wooden is probably better if you're serious about music and nostalgia pertaining to Zelda.,R2U9JFN7U7C1EZ,positives,B000YFG0A0
"If you actually want to learn to play, get a plastic Focalink.",R6SLWOZX5Y5K4,negatives,B000YFG0A0
Doesn't sound very pretty.,R3715XLEL3FW7S,negatives,B000YFG0A0
"I bought this to see if I could pick up the ocarina before investing in an expensive one, and I could, but this one sucks.",R12C6ZLER7CZ9N,negatives,B000YFG0A0
Sounds crappy,R1REE4O1SF5DID,negatives,B000YFG0A0
"Like It, Sound Quality is weak and is really untoned, Wish i could get refund",R151H3USM0Y070,negatives,B000YFG0A0
package arrived open with no invoice if invoice was included it was missing which makes me wonder if someone was able to get a hold of my personal info,R1IFI8DZEH46N3,negatives,B000YFG0A0
I most highly recommend the Night by Noble plastic 12-hole ocarina.,RMPTQD22MUV16,negatives,B000YFG0A0
It's just a cheap toy.,R6SLWOZX5Y5K4,negatives,B000YFG0A0
This is cheap made in China useless junk that doesn't even work.  ,R6NGOL51EJJF5,negatives,B000YFG0A0
"I don't exactly know what an Ocarina is supposed to sound like, but I know that as soon as I figured out how to play Zelda's Lullaby",RP7NL4BSAKIK0,benchmark,B000YFG0A0
My son was Link from Zelda for Halloween.,REC1XLG0K8E1H,benchmark,B000YFG0A0
And I noticed that if you cover all the finger-holes and blow into it - two quick blows followed by a single quick blow - it mimics the sound of dove calls.  ,R2KJIEBV58AXE8,benchmark,B000YFG0A0
"Not intended to be a professional musical instrument, but serves its purpose for a childs first one.",R1LA6EDF5N7UPL,benchmark,B000YFG0A0
I learned a lot of OoT songs!!!!,R17XYOEX6GXX66,benchmark,B000YFG0A0
The zelda flute is a perfect price & size for children.,R4VN4ZJGGCNSQ,benchmark,B000YFG0A0
"I bought this for my son to stuff his Christmas stocking with, as he's a HUGE fan of the Zelda games.",R8YUVRR274T7B,benchmark,B000YFG0A0
This object can play nice notes good songs and all,R9M28U84VECPI,benchmark,B000YFG0A0
Sounds almost just like it does in the game and looks almost the same!,R1VD7VFIHJJLR0,benchmark,B000YFG0A0
"Still, it's fun to have an ocarina, especially a blue one just like from Link to the Past and Ocarina of Time.",R2XD6310XOG0SU,benchmark,B000YFG0A0
i did and I moved onto a better quality plastic one,R1AQSJUVR6W00A,benchmark,B000YFG0A0
"if it were well tuned, the highest notes barely make a note and are more of an airy sound.  ",R331J6RYR0YDIW,benchmark,B000YFG0A0
It was worse than dollar store quality.  ,R35Q3JW2D5TS6,benchmark,B000YFG0A0
"I ordered this for my brother, a musician and lifelong Zelda fan.",R2XD6310XOG0SU,benchmark,B000YFG0A0
"The product works, sounds good and is easy to make noise but hard to make a song.",R2OB257Y9O9FJE,benchmark,B000YFG0A0
Its a good toy for a child,R3J62EE03MUTYM,benchmark,B000YFG0A0
Cheaply built but it was inexpensive and so far it works really well.  ,RU2NSUDWEWILH,positives,B0002GL50Q
I use this to turn off devices that I do not need to save electricity and the planet.,R35DNV5E53C0H8,positives,B0002GL50Q
I use this power rack Switcher for my lights and just like all American Dj products meets all your expectations of manufacture.,R2PNZOCSMXZ7Z,positives,B0002GL50Q
"Awesome power strip, can control individual outlets.",R29OI8SA4H8TYG,positives,B0002GL50Q
this thing has held up well for several years.,R1EL7GS5RFNHHO,positives,B0002GL50Q
"Solid, exactly as advertised, love it!",R60F9DBCU6IFK,positives,B0002GL50Q
"Great buy if you dont mind having to shut off one by one, rather than one toggle switch for all the outlets.",R18DBTZRUVD3LD,positives,B0002GL50Q
Using it for aquarium equipment.,R2WMREPHT0QESD,positives,B0002GL50Q
I am very pleased with my purchase as it arrived in good condition and on the date stipulated the'll have this in my next purchase thanks ...,RJS9XC7VNM0YF,positives,B0002GL50Q
Seems sturdy and so far no issues to report,R16M6OR9RQ4LJS,positives,B0002GL50Q
"Concept is great, but they cheaped out on the switches they used, so this things sucks...",RGQ6FJ2F8NH6V,negatives,B0002GL50Q
I have had the item for 4 months in a stationary setup in my office.,R35E1DH2PXI3S5,negatives,B0002GL50Q
This happens to me probably less than one hour after playing turning switches on/off.<br />-,R23FQIMM3UTQDI,negatives,B0002GL50Q
"I'm on my second PC 100A, and this one is so cheaply made I had to write a review.  ",R2OCLJPL7W2IZD,negatives,B0002GL50Q
I bought this for my ever growing studio power needs.  ,R3RIB4JH5U0TIR,negatives,B0002GL50Q
I did expect this was at least a 10 year item.  ,R20JGLVYO3LDSD,negatives,B0002GL50Q
and I wouldn't recommend that others purchase it because of the electrical shock danger.,R252AFATHZAIXD,negatives,B0002GL50Q
I threw both of these expensive mistakes in the garbage and promptly bought name brand units and have zero issues since.,R38HCRWC4URGXI,negatives,B0002GL50Q
A real shame--would be excellent in computer room.,R3PGYBDQJCE7GQ,negatives,B0002GL50Q
"i run my power amp, my bbe sonic maximizer, mixer,laptop, and still have space for more connections...working great as of now",R38Y0KT681BV8K,benchmark,B0002GL50Q
Product works perfectly and is very easy to use.  ,R1U9TXYY6KCP9I,benchmark,B0002GL50Q
Excellent product for the purpose that it should perform.,ROPVIKHYOA9HG,benchmark,B0002GL50Q
Cheaply built but it was inexpensive and so far it works really well.  ,RU2NSUDWEWILH,benchmark,B0002GL50Q
have no problems with the switches or anything.,RBLM39AL73ZGU,benchmark,B0002GL50Q
"I'm using it to control pumps, lights and filters on fish tanks rather than having to pull plugs out of a power strip each time...",RVTY53H8RDGGC,benchmark,B0002GL50Q
